time,fossil_fuels,windpower,solarpower,other_green_energy,total_load_actual,price_day_ahead,price_actual,day_of_week,hour_of_day
2014-12-31 23:00:00,10156.0,6378.0,49.0,3709.0,25385.0,50.1,65.41,2.0,23.0
2015-01-01 00:00:00,10437.0,5890.0,50.0,3425.0,24382.0,48.1,64.92,3.0,12.0
2015-01-01 01:00:00,9918.0,5461.0,50.0,3104.0,22734.0,47.33,64.48,3.0,1.0
2015-01-01 02:00:00,8859.0,5238.0,50.0,2475.0,21286.0,42.27,59.32,3.0,2.0
2015-01-01 03:00:00,8313.0,4935.0,42.0,2407.0,20264.0,38.41,56.04,3.0,3.0
2015-01-01 04:00:00,7962.0,4618.0,34.0,2410.0,19905.0,35.72,53.63,3.0,4.0
2015-01-01 05:00:00,7738.0,4397.0,34.0,2513.0,20010.0,35.13,51.73,3.0,5.0
2015-01-01 06:00:00,7570.0,3992.0,35.0,2707.0,20377.0,36.22,51.43,3.0,6.0
2015-01-01 07:00:00,7725.0,3629.0,54.0,2743.0,20094.0,32.4,48.98,3.0,7.0
2015-01-01 08:00:00,7914.0,3073.0,743.0,3132.0,20637.0,36.6,54.2,3.0,8.0
2015-01-01 09:00:00,7915.0,2683.0,2019.0,3599.0,22250.0,43.1,58.94,3.0,9.0
2015-01-01 10:00:00,8168.0,2771.0,3197.0,3327.0,23547.0,45.14,59.86,3.0,10.0
2015-01-01 11:00:00,8474.0,2906.0,3885.0,3009.0,24133.0,45.14,60.12,3.0,11.0
2015-01-01 12:00:00,8613.0,2923.0,4007.0,3076.0,24713.0,47.35,62.05,3.0,12.0
2015-01-01 13:00:00,8461.0,2945.0,3973.0,2804.0,24672.0,47.35,62.06,3.0,13.0
2015-01-01 14:00:00,8089.0,2709.0,3818.0,2921.0,23528.0,43.61,59.76,3.0,14.0
2015-01-01 15:00:00,8423.0,2552.0,3088.0,2937.0,23118.0,44.91,61.18,3.0,15.0
2015-01-01 16:00:00,9161.0,2699.0,1467.0,3412.0,23606.0,48.1,64.74,3.0,16.0
2015-01-01 17:00:00,9958.0,2764.0,404.0,5049.0,26447.0,58.02,74.26,3.0,17.0
2015-01-01 18:00:00,9778.0,2913.0,139.0,7254.0,28020.0,61.01,74.24,3.0,18.0
2015-01-01 19:00:00,9821.0,3118.0,100.0,8169.0,29014.0,62.69,75.64,3.0,19.0
2015-01-01 20:00:00,10206.0,3373.0,75.0,8223.0,29571.0,60.41,73.92,3.0,20.0
2015-01-01 21:00:00,10336.0,3508.0,74.0,7304.0,29031.0,58.15,70.53,3.0,21.0
2015-01-01 22:00:00,10107.0,3527.0,56.0,5370.0,26798.0,53.6,64.13,3.0,22.0
2015-01-01 23:00:00,4673.0,13232.0,54.0,5783.0,27070.0,10.0,64.02,3.0,23.0
2015-01-02 00:00:00,4284.0,12760.0,54.0,4900.0,24935.0,7.0,58.46,4.0,12.0
2015-01-02 01:00:00,3984.0,12174.0,54.0,4456.0,23214.0,5.0,54.7,4.0,1.0
2015-01-02 02:00:00,4140.0,11358.0,53.0,4818.0,22540.0,4.0,54.91,4.0,2.0
2015-01-02 03:00:00,4185.0,11199.0,53.0,4519.0,22096.0,4.0,53.07,4.0,3.0
2015-01-02 04:00:00,4199.0,11152.0,63.0,4382.0,22066.0,4.8,54.23,4.0,4.0
2015-01-02 05:00:00,4254.0,11169.0,55.0,4545.0,22275.0,5.0,58.22,4.0,5.0
2015-01-02 06:00:00,4199.0,11205.0,54.0,4600.0,23025.0,7.04,67.55,4.0,6.0
2015-01-02 07:00:00,4163.0,10920.0,116.0,5009.0,23699.0,7.04,70.33,4.0,7.0
2015-01-02 08:00:00,4576.0,10491.0,1039.0,5524.0,25834.0,7.88,71.26,4.0,8.0
2015-01-02 09:00:00,4383.0,10156.0,2373.0,6275.0,27927.0,10.71,75.86,4.0,9.0
2015-01-02 10:00:00,4233.0,10421.0,3699.0,6325.0,29072.0,10.0,73.65,4.0,10.0
2015-01-02 11:00:00,4139.0,11230.0,4154.0,5600.0,29071.0,7.04,74.19,4.0,11.0
2015-01-02 12:00:00,4211.0,11920.0,4074.0,5334.0,29439.0,7.0,71.51,4.0,12.0
2015-01-02 13:00:00,4278.0,11819.0,3851.0,5443.0,29241.0,6.33,71.04,4.0,13.0
2015-01-02 14:00:00,4092.0,11961.0,3619.0,4948.0,27973.0,5.0,71.24,4.0,14.0
2015-01-02 15:00:00,4375.0,12025.0,3024.0,5073.0,27320.0,6.21,70.64,4.0,15.0
2015-01-02 16:00:00,4938.0,12077.0,2053.0,5079.0,27157.0,9.98,72.85,4.0,16.0
2015-01-02 17:00:00,6137.0,11276.0,769.0,5906.0,29045.0,33.15,82.55,4.0,17.0
2015-01-02 18:00:00,7580.0,10510.0,266.0,7651.0,31967.0,50.0,83.33,4.0,18.0
2015-01-02 19:00:00,7541.0,10406.0,165.0,7724.0,33266.0,52.01,83.23,4.0,19.0
2015-01-02 20:00:00,7645.0,10445.0,137.0,8027.0,33668.0,50.01,79.06,4.0,20.0
2015-01-02 21:00:00,7393.0,9976.0,137.0,7464.0,32426.0,45.8,76.2,4.0,21.0
2015-01-02 22:00:00,5829.0,9527.0,137.0,7047.0,29705.0,41.74,71.75,4.0,22.0
2015-01-02 23:00:00,5845.0,9264.0,62.0,5975.0,25564.0,35.62,66.82,4.0,23.0
2015-01-03 00:00:00,5408.0,9135.0,62.0,5681.0,23584.0,27.1,63.35,5.0,12.0
2015-01-03 01:00:00,5247.0,9362.0,61.0,5154.0,22194.0,25.0,58.79,5.0,1.0
2015-01-03 02:00:00,5078.0,9628.0,61.0,4528.0,21296.0,20.01,57.44,5.0,2.0
2015-01-03 03:00:00,4855.0,9607.0,61.0,4282.0,21145.0,17.1,55.29,5.0,3.0
2015-01-03 04:00:00,4995.0,9666.0,61.0,4447.0,21316.0,17.22,56.22,5.0,4.0
2015-01-03 05:00:00,4990.0,9743.0,61.0,4625.0,21674.0,20.14,58.13,5.0,5.0
2015-01-03 06:00:00,4889.0,9401.0,63.0,4636.0,22127.0,19.87,62.06,5.0,6.0
2015-01-03 07:00:00,5439.0,8363.0,233.0,5397.0,22756.0,20.22,67.36,5.0,7.0
2015-01-03 08:00:00,5798.0,7924.0,820.0,6383.0,24654.0,25.22,69.21,5.0,8.0
2015-01-03 09:00:00,5806.0,7592.0,1665.0,7016.0,26454.0,25.13,70.35,5.0,9.0
2015-01-03 10:00:00,5441.0,7874.0,2488.0,6633.0,26959.0,27.1,68.77,5.0,10.0
2015-01-03 11:00:00,4764.0,8192.0,3218.0,6493.0,26716.0,28.71,68.82,5.0,11.0
2015-01-03 12:00:00,4555.0,8718.0,3695.0,5949.0,26802.0,25.0,68.23,5.0,12.0
2015-01-03 13:00:00,4517.0,9152.0,3780.0,5766.0,26416.0,23.68,67.97,5.0,13.0
2015-01-03 14:00:00,4325.0,9382.0,3370.0,5347.0,25362.0,14.87,62.76,5.0,14.0
2015-01-03 15:00:00,4382.0,9307.0,2692.0,5932.0,24770.0,11.7,62.03,5.0,15.0
2015-01-03 16:00:00,4648.0,8892.0,1931.0,6288.0,24501.0,19.52,66.69,5.0,16.0
2015-01-03 17:00:00,4838.0,8568.0,1015.0,7060.0,24992.0,25.13,71.5,5.0,17.0
2015-01-03 18:00:00,4815.0,9005.0,502.0,8122.0,27964.0,39.71,72.14,5.0,18.0
2015-01-03 19:00:00,4935.0,9672.0,355.0,8360.0,29694.0,44.0,72.45,5.0,19.0
2015-01-03 20:00:00,4813.0,10081.0,291.0,8391.0,29874.0,41.21,72.86,5.0,20.0
2015-01-03 21:00:00,4912.0,10537.0,207.0,7900.0,28979.0,35.69,70.1,5.0,21.0
2015-01-03 22:00:00,5068.0,10953.0,117.0,6833.0,26863.0,30.23,67.62,5.0,22.0
2015-01-03 23:00:00,6863.0,8540.0,692.0,4185.0,25254.0,24.65,55.22,5.0,23.0
2015-01-04 00:00:00,7062.0,8080.0,684.0,4011.0,23620.0,20.2,50.54,6.0,12.0
2015-01-04 01:00:00,6771.0,7773.0,648.0,3547.0,22606.0,19.16,48.68,6.0,1.0
2015-01-04 02:00:00,6461.0,7601.0,640.0,3493.0,22191.0,21.9,48.02,6.0,2.0
2015-01-04 03:00:00,5934.0,7584.0,563.0,3545.0,21929.0,14.9,47.06,6.0,3.0
2015-01-04 04:00:00,6234.0,7812.0,372.0,3660.0,22195.0,24.65,46.79,6.0,4.0
2015-01-04 05:00:00,6170.0,7950.0,179.0,4304.0,24035.0,28.01,47.63,6.0,5.0
2015-01-04 06:00:00,5994.0,8228.0,129.0,5311.0,26807.0,27.51,47.44,6.0,6.0
2015-01-04 07:00:00,5816.0,8341.0,357.0,5789.0,28316.0,33.96,50.84,6.0,7.0
2015-01-04 08:00:00,5795.0,8569.0,1634.0,6574.0,29871.0,38.0,54.84,6.0,8.0
2015-01-04 09:00:00,5747.0,8433.0,3830.0,6076.0,30585.0,37.17,59.95,6.0,9.0
2015-01-04 10:00:00,5881.0,8001.0,4937.0,6258.0,30772.0,35.01,59.35,6.0,10.0
2015-01-04 11:00:00,5957.0,7520.0,5302.0,6240.0,30685.0,38.0,57.03,6.0,11.0
2015-01-04 12:00:00,6010.0,7274.0,5590.0,6060.0,30429.0,38.12,59.22,6.0,12.0
2015-01-04 13:00:00,5834.0,6878.0,5668.0,5294.0,28741.0,30.4,58.56,6.0,13.0
2015-01-04 14:00:00,5647.0,7517.0,5593.0,4790.0,28249.0,27.58,52.07,6.0,14.0
2015-01-04 15:00:00,5554.0,7999.0,5316.0,4698.0,28105.0,27.56,52.15,6.0,15.0
2015-01-04 16:00:00,5790.0,8181.0,4907.0,5051.0,27908.0,27.5,61.12,6.0,16.0
2015-01-04 17:00:00,5847.0,8260.0,4200.0,5581.0,27577.0,26.53,71.98,6.0,17.0
2015-01-04 18:00:00,5892.0,8156.0,2911.0,6525.0,27418.0,30.0,74.64,6.0,18.0
2015-01-04 19:00:00,6151.0,8347.0,1392.0,8226.0,28604.0,39.7,75.38,6.0,19.0
2015-01-04 20:00:00,6708.0,8875.0,748.0,8227.0,30346.0,40.48,76.49,6.0,20.0
2015-01-04 21:00:00,6010.0,8922.0,696.0,7020.0,28190.0,37.97,73.83,6.0,21.0
2015-01-04 22:00:00,5551.0,8735.0,672.0,5955.0,26270.0,28.0,69.51,6.0,22.0
2015-01-04 23:00:00,10263.0,7351.0,691.0,3912.0,25069.0,43.49,70.77,6.0,23.0
2015-01-05 00:00:00,8878.0,7403.0,668.0,4188.0,23390.0,35.5,64.89,5.8,12.0
2015-01-05 01:00:00,7682.0,7887.0,662.0,3844.0,21988.0,35.2,60.91,5.6,1.0
2015-01-05 02:00:00,7476.5,8117.5,616.0,3977.5,21182.0,35.2,59.68,5.4,2.0
2015-01-05 03:00:00,7271.0,8348.0,570.0,4111.0,20778.0,30.6,58.04,5.2,3.0
2015-01-05 04:00:00,6959.0,8526.0,428.0,4009.0,20309.0,30.6,59.57,5.0,4.0
2015-01-05 05:00:00,7038.0,8518.0,243.0,4154.0,20252.0,30.6,69.73,4.8,5.0
2015-01-05 06:00:00,6730.0,8263.0,155.0,4426.0,19964.0,30.0,72.97,4.6,6.0
2015-01-05 07:00:00,6472.0,8326.0,500.0,4190.0,20796.0,30.6,77.92,4.4,7.0
2015-01-05 08:00:00,6813.0,8046.0,1333.0,4366.0,22478.0,35.3,79.59,4.2,8.0
2015-01-05 09:00:00,6875.0,8439.0,2482.0,4118.0,23834.0,35.2,81.75,4.0,9.0
2015-01-05 10:00:00,6655.0,9131.0,3339.0,4057.0,24429.0,35.4,80.82,3.8,10.0
2015-01-05 11:00:00,6640.857142857143,8888.142857142857,3282.5714285714284,4049.714285714286,24066.0,35.5,79.14,3.5999999999999996,11.0
2015-01-05 12:00:00,6626.714285714285,8645.285714285714,3226.1428571428573,4042.4285714285716,23703.0,36.8,73.95,3.4,12.0
2015-01-05 13:00:00,6612.571428571428,8402.42857142857,3169.714285714286,4035.1428571428573,23340.0,32.5,71.93,3.1999999999999997,13.0
2015-01-05 14:00:00,6598.428571428572,8159.571428571428,3113.285714285714,4027.8571428571427,22977.0,30.0,71.5,3.0,14.0
2015-01-05 15:00:00,6584.285714285715,7916.714285714286,3056.8571428571427,4020.5714285714284,22614.0,30.0,71.85,2.8,15.0
2015-01-05 16:00:00,6570.142857142857,7673.857142857143,3000.4285714285716,4013.285714285714,22251.0,30.6,80.53,2.5999999999999996,16.0
2015-01-05 17:00:00,6556.0,7431.0,2944.0,4006.0,21888.0,42.01,89.08,2.4,17.0
2015-01-05 18:00:00,7055.0,6570.0,1971.0,3742.0,22048.0,51.4,90.97,2.1999999999999997,18.0
2015-01-05 19:00:00,7450.0,5549.0,958.0,4239.0,22858.0,55.35,88.51,2.0,19.0
2015-01-05 20:00:00,8459.0,4979.0,605.0,5707.0,25604.0,62.0,82.85,1.7999999999999998,20.0
2015-01-05 21:00:00,8907.0,4822.0,518.0,5582.0,25381.0,60.01,80.52,1.5999999999999996,21.0
2015-01-05 22:00:00,8985.0,4982.0,394.0,5007.0,23822.0,57.6,72.18,1.3999999999999995,22.0
2015-01-05 23:00:00,10597.0,4052.0,626.0,2883.0,23711.0,53.01,71.48,1.1999999999999993,23.0
2015-01-06 00:00:00,10492.0,3832.0,624.0,3245.0,22354.0,45.65,64.76,1.0,12.0
2015-01-06 01:00:00,10695.0,3398.0,616.0,3473.0,21546.0,44.04,60.22,1.0,1.0
2015-01-06 02:00:00,10850.0,3003.0,582.0,3449.0,21171.0,43.58,57.14,1.0,2.0
2015-01-06 03:00:00,11018.0,2569.0,576.0,3383.0,21042.0,43.98,53.94,1.0,3.0
2015-01-06 04:00:00,11461.0,2380.0,499.0,3411.0,21618.0,44.91,53.43,1.0,4.0
2015-01-06 05:00:00,12133.0,2196.0,415.0,3045.0,23433.0,51.0,56.68,1.0,5.0
2015-01-06 06:00:00,12609.0,1701.0,412.0,4026.0,25885.0,55.76,63.49,1.0,6.0
2015-01-06 07:00:00,13219.0,1102.0,1168.0,5593.0,28456.0,59.95,66.75,1.0,7.0
2015-01-06 08:00:00,13163.0,682.0,3018.0,5924.0,29708.0,60.5,73.07,1.0,8.0
2015-01-06 09:00:00,13044.0,470.0,4129.0,6306.0,30887.0,61.29,78.95,1.0,9.0
2015-01-06 10:00:00,13001.0,472.0,4642.0,6432.0,31409.0,61.69,75.91,1.0,10.0
2015-01-06 11:00:00,12914.0,683.0,4976.0,6429.0,31947.0,61.95,73.12,1.0,11.0
2015-01-06 12:00:00,13047.0,1041.0,5044.0,6181.0,32078.0,61.29,68.02,1.0,12.0
2015-01-06 13:00:00,12664.0,1652.0,4887.0,5969.0,31193.0,60.09,66.67,1.0,13.0
2015-01-06 14:00:00,12433.0,2761.0,4641.0,4843.0,30542.0,60.5,65.08,1.0,14.0
2015-01-06 15:00:00,11902.0,3277.0,4279.0,5057.0,30591.0,60.69,66.1,1.0,15.0
2015-01-06 16:00:00,12241.0,3281.0,3824.0,5218.0,30799.0,60.69,72.0,1.0,16.0
2015-01-06 17:00:00,12904.0,3781.0,3132.0,5126.0,30481.0,58.9,78.6,1.0,17.0
2015-01-06 18:00:00,13043.0,3943.0,2383.0,4863.0,30147.0,57.0,81.18,1.0,18.0
2015-01-06 19:00:00,13017.0,4028.0,1586.0,4768.0,30120.0,57.0,81.65,1.0,19.0
2015-01-06 20:00:00,13272.0,3661.0,891.0,5780.0,30747.0,59.88,78.63,1.0,20.0
2015-01-06 21:00:00,13293.0,3485.0,696.0,5639.0,29978.0,59.6,73.2,1.0,21.0
2015-01-06 22:00:00,13229.0,3276.0,669.0,4559.0,27421.0,55.76,72.46,1.0,22.0
2015-01-06 23:00:00,13911.0,6210.0,1280.0,3572.0,30518.0,59.52,67.24,1.0,23.0
2015-01-07 00:00:00,13316.0,5993.0,1253.0,3044.0,28484.0,51.1,64.17,2.0,12.0
2015-01-07 01:00:00,13769.0,5529.0,1231.0,2557.0,27026.0,47.03,62.12,2.0,1.0
2015-01-07 02:00:00,13229.0,5127.0,1223.0,2176.0,26248.0,48.5,62.11,2.0,2.0
2015-01-07 03:00:00,13100.0,4940.0,1189.0,2116.0,25838.0,48.79,60.05,2.0,3.0
2015-01-07 04:00:00,13407.0,4735.0,1142.0,2167.0,26021.0,50.51,62.48,2.0,4.0
2015-01-07 05:00:00,13488.0,4266.0,1043.0,2936.0,26992.0,59.13,70.01,2.0,5.0
2015-01-07 06:00:00,14121.0,3849.0,979.0,3905.0,28625.0,60.8,75.2,2.0,6.0
2015-01-07 07:00:00,14767.0,3369.0,1336.0,4843.0,31015.0,61.87,83.3,2.0,7.0
2015-01-07 08:00:00,15213.0,2959.0,2121.0,6067.0,33276.0,64.23,93.14,2.0,8.0
2015-01-07 09:00:00,15374.0,3226.0,2841.0,5280.0,34221.0,66.5,100.45,2.0,9.0
2015-01-07 10:00:00,15012.0,4273.0,3556.0,4899.0,34796.0,67.1,95.17,2.0,10.0
2015-01-07 11:00:00,14908.0,5914.0,3756.0,4739.0,35535.0,66.1,85.23,2.0,11.0
2015-01-07 12:00:00,14915.0,7320.0,3639.0,4308.0,35752.0,65.0,81.5,2.0,12.0
2015-01-07 13:00:00,14832.0,7837.0,4133.0,3501.0,35605.0,59.75,77.29,2.0,13.0
2015-01-07 14:00:00,15172.0,7890.0,4896.0,3049.0,36020.0,59.61,76.61,2.0,14.0
2015-01-07 15:00:00,15373.0,7996.0,4647.0,2750.0,36066.0,59.53,77.15,2.0,15.0
2015-01-07 16:00:00,15244.0,7955.0,4184.0,3015.0,36195.0,61.1,79.51,2.0,16.0
2015-01-07 17:00:00,15140.0,7582.0,3631.0,3520.0,35739.0,61.1,91.05,2.0,17.0
2015-01-07 18:00:00,15891.0,6821.0,2772.0,3929.0,35188.0,61.1,95.29,2.0,18.0
2015-01-07 19:00:00,15801.0,6198.0,2013.0,4144.0,34470.0,61.87,91.25,2.0,19.0
2015-01-07 20:00:00,15171.0,6139.0,1193.0,4203.0,33716.0,63.71,87.08,2.0,20.0
2015-01-07 21:00:00,14937.0,6398.0,636.0,3973.0,32697.0,64.1,78.15,2.0,21.0
2015-01-07 22:00:00,14342.0,6262.0,573.0,2924.0,30477.0,59.13,75.07,2.0,22.0
2015-01-07 23:00:00,12412.0,5908.0,433.0,2446.0,26788.0,49.0,73.73,2.0,23.0
2015-01-08 00:00:00,11622.0,5509.0,391.0,2495.0,25146.0,46.86,70.99,3.0,12.0
2015-01-08 01:00:00,10894.0,5204.0,352.0,2429.0,23889.0,45.68,68.3,3.0,1.0
2015-01-08 02:00:00,10588.0,4891.0,328.0,2479.0,23046.0,44.99,64.22,3.0,2.0
2015-01-08 03:00:00,10431.0,4738.0,327.0,2357.0,22587.0,44.81,63.53,3.0,3.0
2015-01-08 04:00:00,10235.0,4868.0,320.0,2341.0,22361.0,44.68,66.7,3.0,4.0
2015-01-08 05:00:00,10452.0,4809.0,265.0,2506.0,22551.0,44.81,69.79,3.0,5.0
2015-01-08 06:00:00,10167.0,4849.0,223.0,2440.0,22543.0,44.81,75.57,3.0,6.0
2015-01-08 07:00:00,11144.0,4285.0,708.0,2688.0,24042.0,46.85,82.36,3.0,7.0
2015-01-08 08:00:00,12136.0,3889.0,2225.0,2516.0,25932.0,49.0,87.03,3.0,8.0
2015-01-08 09:00:00,12679.0,3330.0,3943.0,2727.0,27664.0,54.36,91.08,3.0,9.0
2015-01-08 10:00:00,12925.0,2911.0,4514.0,2936.0,28448.0,61.98,89.29,3.0,10.0
2015-01-08 11:00:00,13099.0,2376.0,4926.0,3440.0,28881.0,62.47,85.45,3.0,11.0
2015-01-08 12:00:00,13257.0,1917.0,5067.0,3888.0,29329.0,62.93,80.33,3.0,12.0
2015-01-08 13:00:00,13039.0,1741.0,5092.0,3806.0,29026.0,61.98,77.33,3.0,13.0
2015-01-08 14:00:00,13380.0,1680.0,5019.0,3358.0,28237.0,57.48,77.03,3.0,14.0
2015-01-08 15:00:00,13403.0,1774.0,4803.0,2987.0,27868.0,54.38,78.15,3.0,15.0
2015-01-08 16:00:00,13222.0,2001.0,4507.0,3007.0,27654.0,54.36,80.48,3.0,16.0
2015-01-08 17:00:00,12862.0,2574.0,4010.0,2770.0,27507.0,52.04,90.87,3.0,17.0
2015-01-08 18:00:00,12920.0,3022.0,3321.0,2971.0,27544.0,54.38,94.11,3.0,18.0
2015-01-08 19:00:00,12895.0,3312.0,2089.0,3998.0,27578.0,60.33,90.26,3.0,19.0
2015-01-08 20:00:00,13023.0,3478.0,957.0,4912.0,28222.0,66.0,84.66,3.0,20.0
2015-01-08 21:00:00,13074.0,3726.0,721.0,5058.0,28221.0,63.6,77.05,3.0,21.0
2015-01-08 22:00:00,12680.0,3968.0,691.0,3991.0,26436.0,55.5,73.14,3.0,22.0
2015-01-08 23:00:00,14339.0,3552.0,39.0,3418.0,27485.0,60.47,67.7,3.0,23.0
2015-01-09 00:00:00,13365.0,3334.0,38.0,3240.0,25750.0,52.88,61.05,4.0,12.0
2015-01-09 01:00:00,12852.0,3486.0,37.0,2755.0,24760.0,48.62,59.61,4.0,1.0
2015-01-09 02:00:00,12998.0,3492.0,37.0,2345.0,24188.0,47.69,58.65,4.0,2.0
2015-01-09 03:00:00,12788.0,3541.0,36.0,2062.0,23840.0,45.85,58.4,4.0,3.0
2015-01-09 04:00:00,12948.0,3603.0,41.0,2100.0,24030.0,45.78,59.77,4.0,4.0
2015-01-09 05:00:00,13102.0,3952.0,45.0,2983.0,25965.0,49.3,68.38,4.0,5.0
2015-01-09 06:00:00,13961.0,4209.0,58.0,3224.0,28266.0,55.93,75.5,4.0,6.0
2015-01-09 07:00:00,14581.0,4171.0,317.0,3412.0,29981.0,60.47,81.67,4.0,7.0
2015-01-09 08:00:00,15400.0,3873.0,1107.0,4270.0,31932.0,57.5,85.8,4.0,8.0
2015-01-09 09:00:00,15847.0,3865.0,2133.0,4800.0,33325.0,59.57,92.0,4.0,9.0
2015-01-09 10:00:00,15808.0,3802.0,3193.0,4489.0,34144.0,60.47,89.66,4.0,10.0
2015-01-09 11:00:00,15707.0,3676.0,3932.0,4442.0,35040.0,63.52,85.5,4.0,11.0
2015-01-09 12:00:00,15970.0,3620.0,4156.0,4629.0,35524.0,63.69,81.22,4.0,12.0
2015-01-09 13:00:00,16052.0,3774.0,4285.0,3887.0,34579.0,60.47,77.08,4.0,13.0
2015-01-09 14:00:00,15508.0,4045.0,4135.0,3782.0,33792.0,60.1,77.33,4.0,14.0
2015-01-09 15:00:00,15448.0,4345.0,3883.0,3565.0,33768.0,62.53,80.09,4.0,15.0
2015-01-09 16:00:00,15134.0,4914.0,3513.0,3475.0,33696.0,63.01,81.64,4.0,16.0
2015-01-09 17:00:00,14490.0,5564.0,3253.0,3137.0,33154.0,62.29,88.51,4.0,17.0
2015-01-09 18:00:00,13972.0,5966.0,2403.0,3339.0,32440.0,61.51,89.0,4.0,18.0
2015-01-09 19:00:00,13834.0,5879.0,1060.0,4243.0,32384.0,65.5,87.11,4.0,19.0
2015-01-09 20:00:00,14827.0,5861.0,530.0,4731.0,33976.0,67.67,82.13,4.0,20.0
2015-01-09 21:00:00,14651.0,5431.0,444.0,3567.0,31420.0,61.51,78.39,4.0,21.0
2015-01-09 22:00:00,13923.0,5147.0,386.0,2555.0,28825.0,54.9,72.17,4.0,22.0
2015-01-09 23:00:00,13873.0,996.0,384.0,3471.0,24899.0,56.65,61.8,4.0,23.0
2015-01-10 00:00:00,13892.0,897.0,167.0,2894.0,23505.0,53.5,59.46,5.0,12.0
2015-01-10 01:00:00,13593.0,934.0,102.0,2146.0,22589.0,49.69,55.97,5.0,1.0
2015-01-10 02:00:00,13073.0,933.0,103.0,2064.0,22177.0,49.1,55.03,5.0,2.0
2015-01-10 03:00:00,13112.0,898.0,102.0,1998.0,22025.0,51.25,54.53,5.0,3.0
2015-01-10 04:00:00,13303.0,826.0,102.0,2146.0,22426.0,53.6,55.44,5.0,4.0
2015-01-10 05:00:00,13609.0,890.0,102.0,3056.0,24361.0,58.02,57.22,5.0,5.0
2015-01-10 06:00:00,14162.0,998.0,103.0,5346.0,27890.0,63.03,63.84,5.0,6.0
2015-01-10 07:00:00,14685.0,1183.0,233.0,5675.0,29335.0,63.56,71.4,5.0,7.0
2015-01-10 08:00:00,14657.0,1214.0,1209.0,5871.0,29951.0,64.66,74.51,5.0,8.0
2015-01-10 09:00:00,14294.0,852.0,2927.0,5897.0,30452.0,63.9,77.05,5.0,9.0
2015-01-10 10:00:00,14268.0,828.0,4515.0,5431.0,30856.0,61.9,75.49,5.0,10.0
2015-01-10 11:00:00,14206.0,1346.0,5044.0,5203.0,31449.0,60.9,74.23,5.0,11.0
2015-01-10 12:00:00,14130.0,2139.0,5107.0,4537.0,31218.0,59.8,74.0,5.0,12.0
2015-01-10 13:00:00,14161.0,2602.0,4900.0,3792.0,30458.0,56.8,72.86,5.0,13.0
2015-01-10 14:00:00,14115.0,3146.0,4463.0,3540.0,29836.0,53.6,69.68,5.0,14.0
2015-01-10 15:00:00,13906.0,3812.0,4215.0,3368.0,29781.0,53.5,68.36,5.0,15.0
2015-01-10 16:00:00,13822.0,4411.0,3756.0,3122.0,29929.0,54.9,71.77,5.0,16.0
2015-01-10 17:00:00,13360.0,4682.0,2857.0,2896.0,29638.0,55.26,77.55,5.0,17.0
2015-01-10 18:00:00,13580.0,4400.0,1303.0,5036.0,29950.0,61.0,78.67,5.0,18.0
2015-01-10 19:00:00,14180.0,4443.0,633.0,5786.0,32244.0,61.69,78.46,5.0,19.0
2015-01-10 20:00:00,14503.0,4419.0,510.0,5751.0,31900.0,61.0,78.1,5.0,20.0
2015-01-10 21:00:00,14132.0,3976.0,497.0,3883.0,28690.0,56.8,70.98,5.0,21.0
2015-01-10 22:00:00,13766.0,3299.0,466.0,2531.0,26219.0,53.0,62.14,5.0,22.0
2015-01-10 23:00:00,9390.0,4256.0,26.0,3213.0,22460.0,53.21,60.35,5.0,23.0
2015-01-11 00:00:00,7812.0,4802.0,25.0,2618.0,21033.0,36.1,54.98,6.0,12.0
2015-01-11 01:00:00,6996.0,5261.0,25.0,2571.0,19977.0,34.0,53.36,6.0,1.0
2015-01-11 02:00:00,6757.0,5647.0,25.0,2311.0,19389.0,31.0,52.62,6.0,2.0
2015-01-11 03:00:00,6576.0,5907.0,25.0,2360.0,19126.0,25.17,49.17,6.0,3.0
2015-01-11 04:00:00,6500.0,6487.0,25.0,2085.0,19199.0,25.46,47.97,6.0,4.0
2015-01-11 05:00:00,6341.0,7036.0,23.0,2072.0,19404.0,26.56,49.1,6.0,5.0
2015-01-11 06:00:00,6039.0,7397.0,35.0,2138.0,19500.0,26.25,49.91,6.0,6.0
2015-01-11 07:00:00,6068.0,8140.0,394.0,2056.0,20182.0,26.26,51.53,6.0,7.0
2015-01-11 08:00:00,6301.0,9148.0,1228.0,2270.0,22121.0,27.3,55.87,6.0,8.0
2015-01-11 09:00:00,6108.0,9866.0,2045.0,2265.0,23589.0,27.42,55.81,6.0,9.0
2015-01-11 10:00:00,5788.0,10448.0,2423.0,2092.0,24238.0,27.87,54.7,6.0,10.0
2015-01-11 11:00:00,5986.0,10819.0,2437.0,2414.0,24271.0,28.24,52.89,6.0,11.0
2015-01-11 12:00:00,6086.0,11383.0,2022.0,2377.0,24713.0,27.49,54.58,6.0,12.0
2015-01-11 13:00:00,5859.0,11916.0,1630.0,2264.0,24477.0,27.27,54.82,6.0,13.0
2015-01-11 14:00:00,5868.0,12171.0,1334.0,2364.0,23377.0,24.14,52.08,6.0,14.0
2015-01-11 15:00:00,6140.0,12258.0,860.0,2579.0,23037.0,24.65,52.05,6.0,15.0
2015-01-11 16:00:00,6174.0,12239.0,254.0,2500.0,23049.0,31.0,55.59,6.0,16.0
