time,fossil_fuels,windpower,solarpower,other_green_energy,total_load_actual,price_day_ahead,price_actual,day_of_week,hour_of_day,price_actual_lag_24h,price_actual_lag_1w,price_actual_lag_2w,price_actual_lag_3w,price_actual_lag_4w,fossil_fuels_lag_24h,windpower_lag_24h,solarpower_lag_24h,other_green_energy_lag_24h,total_load_actual_lag_24h
2015-01-28 23:00:00,11161.0,7970.0,103.0,3647.0,28577.0,45.28,55.27,2.0,23.0,51.88,50.5,49.14,73.73,65.41,11917.0,9624.0,131.0,2794.0,29096.0
2015-01-29 00:00:00,9800.0,8366.0,91.0,3006.0,26313.0,42.67,51.07,3.0,12.0,51.88,48.08,45.38,70.99,64.92,10922.0,9127.0,113.0,2572.0,26815.0
2015-01-29 01:00:00,8485.0,8817.0,91.0,2589.0,25016.0,40.09,47.79,3.0,1.0,48.32,46.15,43.68,68.3,64.48,9917.0,8628.0,93.0,2238.0,25396.0
2015-01-29 02:00:00,8170.0,8836.0,83.0,2647.0,24408.0,39.1,46.8,3.0,2.0,48.02,42.91,42.49,64.22,59.32,9541.0,8232.0,93.0,2142.0,24739.0
2015-01-29 03:00:00,7630.0,9411.0,75.0,2411.0,24295.0,38.4,45.79,3.0,3.0,48.28,42.11,40.7,63.53,56.04,10009.0,7581.0,93.0,2402.0,24587.0
2015-01-29 04:00:00,7417.0,10338.0,75.0,2441.0,24870.0,38.5,46.15,3.0,4.0,48.11,42.31,41.48,66.7,53.63,10403.0,6979.0,93.0,2327.0,25236.0
2015-01-29 05:00:00,8027.0,10961.0,75.0,2869.0,27423.0,44.52,53.17,3.0,5.0,53.35,48.23,46.24,69.79,51.73,11687.0,6677.0,83.0,2750.0,27861.0
2015-01-29 06:00:00,9153.0,11446.0,75.0,4311.0,32153.0,49.69,57.26,3.0,6.0,69.71,53.17,56.67,75.57,51.43,12923.0,6623.0,84.0,4489.0,32646.0
2015-01-29 07:00:00,10082.0,11930.0,114.0,5957.0,35154.0,54.55,66.74,3.0,7.0,79.78,70.72,69.9,82.36,48.98,13976.0,6595.0,134.0,6028.0,35927.0
2015-01-29 08:00:00,10082.0,12102.0,709.0,6234.0,36073.0,59.82,72.99,3.0,8.0,83.04,73.93,76.22,87.03,54.2,13510.0,6506.0,973.0,6553.0,36959.0
2015-01-29 09:00:00,9460.0,12907.0,1622.0,5913.0,36481.0,61.44,78.95,3.0,9.0,88.92,78.61,79.18,91.08,58.94,13515.0,6301.0,2198.0,6322.0,37228.0
2015-01-29 10:00:00,8713.0,13761.0,2214.0,5490.0,36216.0,56.01,73.35,3.0,10.0,87.13,77.13,77.66,89.29,59.86,13232.0,6263.0,3396.0,5909.0,36794.0
2015-01-29 11:00:00,8798.0,14734.0,2537.0,4667.0,35852.0,48.77,66.42,3.0,11.0,84.35,70.98,70.25,85.45,60.12,13263.0,6404.0,3934.0,5334.0,36039.0
2015-01-29 12:00:00,8789.0,15841.0,2463.0,3588.0,35873.0,41.45,54.68,3.0,12.0,77.62,67.09,57.96,80.33,62.05,13064.5,6928.0,4006.5,4493.0,35191.0
2015-01-29 13:00:00,8327.0,16603.0,2163.0,3061.0,34750.0,37.63,50.6,3.0,13.0,72.19,61.68,54.4,77.33,62.06,12866.0,7452.0,4079.0,3652.0,34343.0
2015-01-29 14:00:00,8763.0,16931.0,1615.0,3345.0,34345.0,34.52,49.53,3.0,14.0,70.66,61.59,53.87,77.03,59.76,12535.0,8033.0,3940.0,3319.0,33886.0
2015-01-29 15:00:00,8407.0,17256.0,949.0,3264.0,34270.0,37.4,50.62,3.0,15.0,72.33,65.0,57.8,78.15,61.18,12802.0,7976.0,3397.0,3284.0,33621.0
2015-01-29 16:00:00,8611.0,17287.0,372.0,3266.0,34695.0,39.1,52.6,3.0,16.0,76.22,73.58,65.77,80.48,64.74,13449.0,7725.0,2102.0,4110.0,33837.0
2015-01-29 17:00:00,8935.0,17344.0,108.0,4374.0,36210.0,49.19,67.77,3.0,17.0,87.45,83.65,78.95,90.87,74.26,14768.0,7600.0,738.0,5489.0,35740.0
2015-01-29 18:00:00,9443.0,17436.0,98.0,5174.0,38037.0,52.0,69.53,3.0,18.0,87.97,83.57,80.36,94.11,74.24,15896.0,8194.0,313.0,6510.0,37937.0
2015-01-29 19:00:00,9524.0,17125.0,95.0,5091.0,38090.0,47.87,65.31,3.0,19.0,86.66,82.46,79.38,90.26,75.64,16385.0,8152.0,197.0,6552.0,38240.0
2015-01-29 20:00:00,9282.0,17007.0,71.0,5010.0,37247.0,39.9,55.79,3.0,20.0,79.06,78.29,70.31,84.66,73.92,16045.0,8056.0,131.0,6255.0,37183.0
2015-01-29 21:00:00,8370.0,16882.0,55.0,4506.0,34593.0,36.07,50.33,3.0,21.0,70.92,70.61,56.77,77.05,70.53,14785.0,7963.0,113.0,5253.0,34487.0
2015-01-29 22:00:00,7138.0,16936.0,55.0,3541.0,31448.0,30.52,43.36,3.0,22.0,61.2,62.33,53.49,73.14,64.13,12409.0,8125.0,112.0,4011.0,31304.0
2015-01-29 23:00:00,5487.0,16909.0,55.0,3577.0,28858.0,20.0,30.58,3.0,23.0,55.27,53.63,45.92,67.7,64.02,11161.0,7970.0,103.0,3647.0,28577.0
2015-01-30 00:00:00,4606.0,16583.0,55.0,3461.0,26636.0,7.88,16.79,4.0,12.0,51.07,51.21,43.7,61.05,58.46,9800.0,8366.0,91.0,3006.0,26313.0
2015-01-30 01:00:00,4429.0,15697.0,55.0,3245.0,25401.0,7.04,15.93,4.0,1.0,47.79,48.45,42.91,59.61,54.7,8485.0,8817.0,91.0,2589.0,25016.0
2015-01-30 02:00:00,4444.0,14890.0,55.0,3062.0,24727.0,7.04,15.76,4.0,2.0,46.8,47.03,42.15,58.65,54.91,8170.0,8836.0,83.0,2647.0,24408.0
2015-01-30 03:00:00,4568.0,14263.0,55.0,3214.0,24566.0,5.0,14.7,4.0,3.0,45.79,43.58,42.73,58.4,53.07,7630.0,9411.0,75.0,2411.0,24295.0
2015-01-30 04:00:00,4559.0,14584.0,55.0,3141.0,24991.0,7.04,16.82,4.0,4.0,46.15,46.46,45.02,59.77,54.23,7417.0,10338.0,75.0,2441.0,24870.0
2015-01-30 05:00:00,4653.0,15387.0,55.0,3560.0,27327.0,25.0,32.22,4.0,5.0,53.17,52.28,50.41,68.38,58.22,8027.0,10961.0,75.0,2869.0,27423.0
2015-01-30 06:00:00,5029.0,15658.0,56.0,4079.0,31748.0,34.31,41.28,4.0,6.0,57.26,65.64,66.58,75.5,67.55,9153.0,11446.0,75.0,4311.0,32153.0
2015-01-30 07:00:00,5665.0,15679.0,62.0,5191.0,34549.0,42.59,54.92,4.0,7.0,66.74,76.4,78.3,81.67,70.33,10082.0,11930.0,114.0,5957.0,35154.0
2015-01-30 08:00:00,5400.0,15716.0,288.0,5521.0,35625.0,49.02,62.44,4.0,8.0,72.99,79.97,85.84,85.8,71.26,10082.0,12102.0,709.0,6234.0,36073.0
2015-01-30 09:00:00,5312.0,15628.0,783.0,5799.0,36120.0,52.01,68.75,4.0,9.0,78.95,84.61,89.11,92.0,75.86,9460.0,12907.0,1622.0,5913.0,36481.0
2015-01-30 10:00:00,5492.0,15436.0,1180.0,5643.0,36200.0,50.01,66.39,4.0,10.0,73.35,83.52,85.59,89.66,73.65,8713.0,13761.0,2214.0,5490.0,36216.0
2015-01-30 11:00:00,5794.0,15313.0,1336.0,5986.0,35845.0,47.45,62.27,4.0,11.0,66.42,78.96,78.55,85.5,74.19,8798.0,14734.0,2537.0,4667.0,35852.0
2015-01-30 12:00:00,5726.0,15490.0,1202.0,6364.0,35785.0,42.59,55.18,4.0,12.0,54.68,72.31,71.22,81.22,71.51,8789.0,15841.0,2463.0,3588.0,35873.0
2015-01-30 13:00:00,5683.0,15388.0,1078.0,6128.0,34533.0,34.48,48.06,4.0,13.0,50.6,61.96,61.29,77.08,71.04,8327.0,16603.0,2163.0,3061.0,34750.0
2015-01-30 14:00:00,5685.0,15150.0,906.0,6127.0,33900.0,33.8,47.37,4.0,14.0,49.53,60.84,59.4,77.33,71.24,8763.0,16931.0,1615.0,3345.0,34345.0
2015-01-30 15:00:00,5802.0,14815.0,613.0,6089.0,33609.0,36.0,48.77,4.0,15.0,50.62,65.34,66.69,80.09,70.64,8407.0,17256.0,949.0,3264.0,34270.0
2015-01-30 16:00:00,6368.0,14512.0,266.0,6344.0,33987.0,42.0,55.14,4.0,16.0,52.6,72.57,71.61,81.64,72.85,8611.0,17287.0,372.0,3266.0,34695.0
2015-01-30 17:00:00,6443.0,14243.0,128.0,7243.0,35326.0,50.0,67.39,4.0,17.0,67.77,81.1,82.21,88.51,82.55,8935.0,17344.0,108.0,4374.0,36210.0
2015-01-30 18:00:00,6634.0,14103.0,130.0,8128.0,36795.0,52.01,69.55,4.0,18.0,69.53,83.19,84.46,89.0,83.33,9443.0,17436.0,98.0,5174.0,38037.0
2015-01-30 19:00:00,6718.0,13366.0,32.0,8159.0,36331.0,49.0,65.98,4.0,19.0,65.31,81.51,82.09,87.11,83.23,9524.0,17125.0,95.0,5091.0,38090.0
2015-01-30 20:00:00,6732.0,12801.0,17.0,9017.0,35407.0,42.94,60.29,4.0,20.0,55.79,77.05,76.0,82.13,79.06,9282.0,17007.0,71.0,5010.0,37247.0
2015-01-30 21:00:00,6158.0,13046.0,50.0,7772.0,33421.0,38.4,54.74,4.0,21.0,50.33,71.83,68.82,78.39,76.2,8370.0,16882.0,55.0,4506.0,34593.0
2015-01-30 22:00:00,5348.0,13097.0,26.0,6690.0,30783.0,29.93,45.04,4.0,22.0,43.36,62.47,58.81,72.17,71.75,7138.0,16936.0,55.0,3541.0,31448.0
2015-01-30 23:00:00,4518.0,13036.0,23.0,6832.0,28724.0,5.0,30.14,4.0,23.0,30.58,58.78,50.65,61.8,66.82,5487.0,16909.0,55.0,3577.0,28858.0
2015-01-31 00:00:00,3996.0,12413.0,121.0,6674.0,26851.0,4.0,24.91,5.0,12.0,16.79,55.81,47.98,59.46,63.35,4606.0,16583.0,55.0,3461.0,26636.0
2015-01-31 01:00:00,3887.0,11631.0,121.0,5673.0,25022.0,4.0,17.23,5.0,1.0,15.93,52.97,46.67,55.97,58.79,4429.0,15697.0,55.0,3245.0,25401.0
2015-01-31 02:00:00,3710.0,11544.0,121.0,4713.0,24140.0,4.0,16.1,5.0,2.0,15.76,47.79,46.66,55.03,57.44,4444.0,14890.0,55.0,3062.0,24727.0
2015-01-31 03:00:00,3924.0,11179.0,121.0,4917.0,23748.0,4.0,14.27,5.0,3.0,14.7,46.26,45.48,54.53,55.29,4568.0,14263.0,55.0,3214.0,24566.0
2015-01-31 04:00:00,3960.0,11530.0,121.0,4413.0,23734.0,4.0,13.85,5.0,4.0,16.82,45.91,46.52,55.44,56.22,4559.0,14584.0,55.0,3141.0,24991.0
2015-01-31 05:00:00,3944.0,12282.0,120.0,4521.0,24183.0,5.0,13.48,5.0,5.0,32.22,49.59,47.61,57.22,58.13,4653.0,15387.0,55.0,3560.0,27327.0
2015-01-31 06:00:00,3864.0,12564.0,44.0,4876.0,25325.0,9.2,16.37,5.0,6.0,41.28,52.15,51.97,63.84,62.06,5029.0,15658.0,56.0,4079.0,31748.0
2015-01-31 07:00:00,3539.0,13358.0,37.0,4680.0,26867.0,17.2,27.33,5.0,7.0,54.92,51.86,58.88,71.4,67.36,5665.0,15679.0,62.0,5191.0,34549.0
2015-01-31 08:00:00,3536.0,13455.0,468.0,5478.0,29396.0,25.1,33.73,5.0,8.0,62.44,61.01,68.81,74.51,69.21,5400.0,15716.0,288.0,5521.0,35625.0
2015-01-31 09:00:00,3464.0,13774.0,1303.0,6460.0,31862.0,35.62,45.28,5.0,9.0,68.75,65.95,73.52,77.05,70.35,5312.0,15628.0,783.0,5799.0,36120.0
2015-01-31 10:00:00,3408.0,14414.0,1850.0,6006.0,32130.0,34.3,43.23,5.0,10.0,66.39,66.22,73.67,75.49,68.77,5492.0,15436.0,1180.0,5643.0,36200.0
2015-01-31 11:00:00,3398.0,15115.0,2419.0,5140.0,31592.0,23.23,32.53,5.0,11.0,62.27,64.49,71.88,74.23,68.82,5794.0,15313.0,1336.0,5986.0,35845.0
2015-01-31 12:00:00,3434.0,15451.0,2551.0,5211.0,31584.0,18.2,29.67,5.0,12.0,55.18,61.74,68.06,74.0,68.23,5726.0,15490.0,1202.0,6364.0,35785.0
2015-01-31 13:00:00,3498.0,15190.0,2434.0,5720.0,30788.0,7.5,22.62,5.0,13.0,48.06,55.08,58.83,72.86,67.97,5683.0,15388.0,1078.0,6128.0,34533.0
2015-01-31 14:00:00,3536.0,14410.0,2144.0,5569.0,29436.0,5.0,18.95,5.0,14.0,47.37,52.73,51.47,69.68,62.76,5685.0,15150.0,906.0,6127.0,33900.0
2015-01-31 15:00:00,3583.0,13917.0,1805.0,5319.0,28691.0,5.0,18.5,5.0,15.0,48.77,50.31,51.0,68.36,62.03,5802.0,14815.0,613.0,6089.0,33609.0
2015-01-31 16:00:00,3949.0,14531.0,1213.0,4984.0,28705.0,9.0,23.93,5.0,16.0,55.14,54.34,55.19,71.77,66.69,6368.0,14512.0,266.0,6344.0,33987.0
2015-01-31 17:00:00,4884.0,14644.0,417.0,5991.0,30555.0,22.33,43.11,5.0,17.0,67.39,66.75,72.1,77.55,71.5,6443.0,14243.0,128.0,7243.0,35326.0
2015-01-31 18:00:00,5447.0,14280.0,125.0,7601.0,32787.0,35.62,52.36,5.0,18.0,69.55,71.35,75.99,78.67,72.14,6634.0,14103.0,130.0,8128.0,36795.0
2015-01-31 19:00:00,5786.0,14069.0,121.0,7989.0,33309.0,40.4,57.46,5.0,19.0,65.98,71.07,74.0,78.46,72.45,6718.0,13366.0,32.0,8159.0,36331.0
2015-01-31 20:00:00,5925.0,13581.0,100.0,7661.0,32984.0,37.54,55.32,5.0,20.0,60.29,70.56,70.78,78.1,72.86,6732.0,12801.0,17.0,9017.0,35407.0
2015-01-31 21:00:00,5571.0,13380.0,82.0,7553.0,31484.0,34.6,56.16,5.0,21.0,54.74,63.13,57.88,70.98,70.1,6158.0,13046.0,50.0,7772.0,33421.0
2015-01-31 22:00:00,4730.0,13449.0,54.0,6635.0,29537.0,22.43,41.49,5.0,22.0,45.04,59.27,53.7,62.14,67.62,5348.0,13097.0,26.0,6690.0,30783.0
2015-01-31 23:00:00,10201.0,3360.0,48.0,4171.0,24298.0,47.34,28.02,5.0,23.0,30.14,56.05,54.28,60.35,55.22,4518.0,13036.0,23.0,6832.0,28724.0
2015-02-01 00:00:00,10070.0,3088.0,49.0,2911.0,21881.0,40.4,21.3,6.0,12.0,24.91,47.86,50.61,54.98,50.54,3996.0,12413.0,121.0,6674.0,26851.0
2015-02-01 01:00:00,9845.0,3014.0,48.0,2429.0,20495.0,36.0,17.45,6.0,1.0,17.23,41.52,44.42,53.36,48.68,3887.0,11631.0,121.0,5673.0,25022.0
2015-02-01 02:00:00,9693.0,2821.0,48.0,2325.0,19730.0,37.0,18.24,6.0,2.0,16.1,42.01,41.89,52.62,48.02,3710.0,11544.0,121.0,4713.0,24140.0
2015-02-01 03:00:00,9296.0,2928.0,47.0,2185.0,19500.0,35.99,16.85,6.0,3.0,14.27,39.03,40.46,49.17,47.06,3924.0,11179.0,121.0,4917.0,23748.0
2015-02-01 04:00:00,9351.0,3119.0,47.0,2246.0,20113.0,37.98,16.59,6.0,4.0,13.85,40.91,41.77,47.97,46.79,3960.0,11530.0,121.0,4413.0,23734.0
2015-02-01 05:00:00,10045.0,3157.0,47.0,2607.0,22153.0,43.61,16.61,6.0,5.0,13.48,43.87,42.1,49.1,47.63,3944.0,12282.0,120.0,4521.0,24183.0
2015-02-01 06:00:00,10568.0,3289.0,48.0,2930.0,24710.5,56.1,16.98,6.0,6.0,16.37,41.6,45.21,49.91,47.44,3864.0,12564.0,44.0,4876.0,25325.0
2015-02-01 07:00:00,11190.0,3102.0,73.0,5039.0,27268.0,57.69,19.56,6.0,7.0,27.33,45.71,47.87,51.53,50.84,3539.0,13358.0,37.0,4680.0,26867.0
2015-02-01 08:00:00,11365.0,2838.0,809.0,6427.0,29825.5,60.01,23.13,6.0,8.0,33.73,51.62,53.03,55.87,54.84,3536.0,13455.0,468.0,5478.0,29396.0
2015-02-01 09:00:00,11954.0,2272.0,1981.0,7025.0,32383.0,62.25,22.55,6.0,9.0,45.28,52.07,56.4,55.81,59.95,3464.0,13774.0,1303.0,6460.0,31862.0
2015-02-01 10:00:00,11599.0,1795.0,3082.0,7251.0,32358.0,60.01,23.56,6.0,10.0,43.23,51.07,64.8,54.7,59.35,3408.0,14414.0,1850.0,6006.0,32130.0
2015-02-01 11:00:00,11905.0,1413.0,3817.0,6254.0,32535.444444444445,59.97,22.51,6.0,11.0,32.53,51.36,62.38,52.89,57.03,3398.0,15115.0,2419.0,5140.0,31592.0
2015-02-01 12:00:00,12089.0,1347.0,3836.0,6355.0,32712.88888888889,59.69,23.44,6.0,12.0,29.67,51.25,66.25,54.58,59.22,3434.0,15451.0,2551.0,5211.0,31584.0
2015-02-01 13:00:00,11905.0,1345.0,3701.0,6348.0,32890.333333333336,58.69,24.1,6.0,13.0,22.62,49.62,66.2,54.82,58.56,3498.0,15190.0,2434.0,5720.0,30788.0
2015-02-01 14:00:00,11814.0,1487.0,3475.0,5324.0,33067.77777777778,58.13,21.12,6.0,14.0,18.95,47.64,60.23,52.08,52.07,3536.0,14410.0,2144.0,5569.0,29436.0
2015-02-01 15:00:00,12312.0,1648.0,2742.0,5259.0,33245.22222222222,59.0,21.73,6.0,15.0,18.5,48.31,59.38,52.05,52.15,3583.0,13917.0,1805.0,5319.0,28691.0
2015-02-01 16:00:00,12706.0,1857.0,1281.0,6688.0,33422.666666666664,59.69,25.93,6.0,16.0,23.93,51.88,58.14,55.59,61.12,3949.0,14531.0,1213.0,4984.0,28705.0
2015-02-01 17:00:00,14054.0,1864.0,328.0,8296.0,33600.11111111111,63.76,54.13,6.0,17.0,43.11,69.2,69.59,77.6,71.98,4884.0,14644.0,417.0,5991.0,30555.0
2015-02-01 18:00:00,14658.0,1813.0,161.0,9013.0,33777.555555555555,65.01,68.53,6.0,18.0,52.36,76.85,74.81,80.36,74.64,5447.0,14280.0,125.0,7601.0,32787.0
2015-02-01 19:00:00,14746.0,1731.0,124.0,9321.0,33955.0,65.01,70.15,6.0,19.0,57.46,77.7,74.28,82.29,75.38,5786.0,14069.0,121.0,7989.0,33309.0
2015-02-01 20:00:00,14261.0,1816.0,86.0,9937.0,33851.0,61.75,67.61,6.0,20.0,55.32,75.83,73.59,82.47,76.49,5925.0,13581.0,100.0,7661.0,32984.0
2015-02-01 21:00:00,13808.0,1960.0,62.0,9263.0,32324.0,59.96,62.39,6.0,21.0,56.16,69.17,68.64,78.06,73.83,5571.0,13380.0,82.0,7553.0,31484.0
2015-02-01 22:00:00,12629.0,1912.0,62.0,7818.0,29866.0,58.69,56.55,6.0,22.0,41.49,62.28,59.72,70.13,69.51,4730.0,13449.0,54.0,6635.0,29537.0
2015-02-01 23:00:00,5559.0,9032.0,138.0,5919.0,26687.0,42.47,56.65,6.0,23.0,28.02,54.33,54.84,60.81,70.77,10201.0,3360.0,48.0,4171.0,24298.0
2015-02-02 00:00:00,5674.0,8519.0,137.0,5167.0,24609.0,36.67,49.27,5.8,12.0,21.3,49.56,49.19,58.27,64.89,10070.0,3088.0,49.0,2911.0,21881.0
2015-02-02 01:00:00,5608.0,8232.0,137.0,4677.0,23347.0,35.0,46.53,5.6,1.0,17.45,46.26,46.43,53.65,60.91,9845.0,3014.0,48.0,2429.0,20495.0
2015-02-02 02:00:00,5398.0,8330.0,136.0,4498.0,22836.0,31.04,42.25,5.4,2.0,18.24,45.91,42.18,51.95,59.68,9693.0,2821.0,48.0,2325.0,19730.0
2015-02-02 03:00:00,5393.0,8367.0,116.0,4618.0,22833.0,29.87,40.87,5.2,3.0,16.85,45.64,40.08,51.4,58.04,9296.0,2928.0,47.0,2185.0,19500.0
2015-02-02 04:00:00,5855.0,8505.0,90.0,4608.0,23665.0,30.5,41.88,5.0,4.0,16.59,47.58,44.03,52.93,59.57,9351.0,3119.0,47.0,2246.0,20113.0
2015-02-02 05:00:00,7004.0,8563.0,90.0,5171.0,26861.0,39.2,51.44,4.8,5.0,16.61,54.67,50.25,58.8,69.73,10045.0,3157.0,47.0,2607.0,22153.0
2015-02-02 06:00:00,8207.0,8273.0,91.0,6873.0,31940.0,57.26,66.5,4.6,6.0,16.98,68.6,61.48,70.52,72.97,10568.0,3289.0,48.0,2930.0,24710.5
2015-02-02 07:00:00,9469.0,7650.0,122.0,9145.0,35395.0,57.59,70.96,4.4,7.0,19.56,77.38,69.97,75.72,77.92,11190.0,3102.0,73.0,5039.0,27268.0
2015-02-02 08:00:00,9938.0,7409.0,455.0,8881.0,36738.0,61.33,73.16,4.2,8.0,23.13,81.32,77.42,81.92,79.59,11365.0,2838.0,809.0,6427.0,29825.5
2015-02-02 09:00:00,10309.0,7497.0,950.0,8898.0,37638.0,63.89,77.89,4.0,9.0,22.55,84.56,79.88,85.63,81.75,11954.0,2272.0,1981.0,7025.0,32383.0
2015-02-02 10:00:00,10595.0,7931.0,1330.0,8617.0,37733.0,62.61,76.34,3.8,10.0,23.56,84.81,79.56,86.76,80.82,11599.0,1795.0,3082.0,7251.0,32358.0
2015-02-02 11:00:00,10633.0,8464.0,1486.0,7805.0,37491.0,58.34,72.25,3.5999999999999996,11.0,22.51,82.36,74.48,82.78,79.14,11905.0,1413.0,3817.0,6254.0,32535.444444444445
2015-02-02 12:00:00,10568.0,9472.0,1489.0,7381.0,37419.0,54.1,66.45,3.4,12.0,23.44,77.45,69.32,76.7,73.95,12089.0,1347.0,3836.0,6355.0,32712.88888888889
2015-02-02 13:00:00,10578.0,10421.0,1282.0,6593.0,36417.0,43.89,56.81,3.1999999999999997,13.0,24.1,73.74,63.24,74.35,71.93,11905.0,1345.0,3701.0,6348.0,32890.333333333336
2015-02-02 14:00:00,10705.0,10640.0,1086.0,5866.0,36008.0,42.59,55.43,3.0,14.0,21.12,72.68,63.06,73.6,71.5,11814.0,1487.0,3475.0,5324.0,33067.77777777778
2015-02-02 15:00:00,10889.0,10345.0,786.0,6145.0,35839.0,43.89,56.44,2.8,15.0,21.73,74.44,68.6,74.74,71.85,12312.0,1648.0,2742.0,5259.0,33245.22222222222
2015-02-02 16:00:00,11230.0,10108.0,343.0,6832.0,36047.0,49.64,62.63,2.5999999999999996,16.0,25.93,77.9,74.64,76.34,80.53,12706.0,1857.0,1281.0,6688.0,33422.666666666664
2015-02-02 17:00:00,11706.0,9833.0,91.0,7882.0,37111.0,52.5,74.35,2.4,17.0,54.13,87.45,86.83,84.23,89.08,14054.0,1864.0,328.0,8296.0,33600.11111111111
2015-02-02 18:00:00,12023.0,10065.0,56.0,8987.0,38943.0,64.89,84.34,2.1999999999999997,18.0,68.53,89.51,88.95,87.72,90.97,14658.0,1813.0,161.0,9013.0,33777.555555555555
2015-02-02 19:00:00,11747.0,10236.0,55.0,8126.0,39042.0,61.99,80.79,2.0,19.0,70.15,87.6,87.94,86.54,88.51,14746.0,1731.0,124.0,9321.0,33955.0
2015-02-02 20:00:00,11427.0,10803.0,41.0,7505.0,37941.0,54.1,72.41,1.7999999999999998,20.0,67.61,83.04,83.12,81.3,82.85,14261.0,1816.0,86.0,9937.0,33851.0
2015-02-02 21:00:00,10042.0,11060.0,43.0,6789.0,35104.0,46.45,62.82,1.5999999999999996,21.0,62.39,76.03,75.57,69.06,80.52,13808.0,1960.0,62.0,9263.0,32324.0
2015-02-02 22:00:00,8810.0,11138.0,42.0,5483.0,31650.0,38.4,55.41,1.3999999999999997,22.0,56.55,69.71,69.89,62.43,72.18,12629.0,1912.0,62.0,7818.0,29866.0
2015-02-02 23:00:00,5128.0,11088.0,77.0,5570.0,24402.0,20.17,40.96,1.1999999999999993,23.0,56.65,61.14,57.6,55.61,71.48,5559.0,9032.0,138.0,5919.0,26687.0
2015-02-03 00:00:00,4777.0,10943.0,77.0,5091.0,23007.0,15.1,38.45,1.0,12.0,49.27,53.05,53.55,52.54,64.76,5674.0,8519.0,137.0,5167.0,24609.0
2015-02-03 01:00:00,4764.0,10174.0,77.0,5122.0,22192.0,13.55,34.03,1.0,1.0,46.53,49.9,52.35,50.97,60.22,5608.0,8232.0,137.0,4677.0,23347.0
2015-02-03 02:00:00,4673.0,9913.0,77.0,5147.0,21722.0,13.0,30.66,1.0,2.0,42.25,48.46,50.3,49.57,57.14,5398.0,8330.0,136.0,4498.0,22836.0
2015-02-03 03:00:00,4821.0,9435.0,75.0,5200.0,21804.0,12.0,30.59,1.0,3.0,40.87,48.21,49.46,48.74,53.94,5393.0,8367.0,116.0,4618.0,22833.0
2015-02-03 04:00:00,5230.0,9181.0,75.0,5313.0,22627.0,18.1,30.28,1.0,4.0,41.88,48.75,51.79,49.56,53.43,5855.0,8505.0,90.0,4608.0,23665.0
2015-02-03 05:00:00,5873.0,9034.0,75.0,5776.0,25334.0,30.23,36.38,1.0,5.0,51.44,55.1,56.08,53.96,56.68,7004.0,8563.0,90.0,5171.0,26861.0
2015-02-03 06:00:00,6882.0,8472.0,80.0,6750.0,29383.0,43.52,47.92,1.0,6.0,66.5,69.94,70.93,65.89,63.49,8207.0,8273.0,91.0,6873.0,31940.0
2015-02-03 07:00:00,8148.0,7837.0,426.0,7879.0,31951.0,47.05,55.67,1.0,7.0,70.96,78.22,80.62,73.97,66.75,9469.0,7650.0,122.0,9145.0,35395.0
2015-02-03 08:00:00,8963.0,7008.0,1339.0,9122.0,33325.0,50.0,66.52,1.0,8.0,73.16,82.25,83.78,78.25,73.07,9938.0,7409.0,455.0,8881.0,36738.0
2015-02-03 09:00:00,8907.0,6743.0,2394.0,9363.0,33781.0,50.48,71.59,1.0,9.0,77.89,86.75,92.88,83.44,78.95,10309.0,7497.0,950.0,8898.0,37638.0
2015-02-03 10:00:00,8743.0,6864.0,3133.0,8975.0,33672.0,49.38,69.44,1.0,10.0,76.34,83.62,90.6,81.74,75.91,10595.0,7931.0,1330.0,8617.0,37733.0
2015-02-03 11:00:00,8894.0,6669.0,3457.0,8972.0,33590.0,49.12,68.88,1.0,11.0,72.25,79.33,86.02,78.22,73.12,10633.0,8464.0,1486.0,7805.0,37491.0
2015-02-03 12:00:00,8734.0,6652.0,3612.0,8645.0,33224.0,49.05,63.37,1.0,12.0,66.45,72.54,81.19,74.18,68.02,10568.0,9472.0,1489.0,7381.0,37419.0
2015-02-03 13:00:00,8234.0,6711.0,3621.0,7946.0,32019.0,47.47,55.77,1.0,13.0,56.81,65.72,79.26,69.45,66.67,10578.0,10421.0,1282.0,6593.0,36417.0
2015-02-03 14:00:00,7737.0,6642.0,3525.0,7582.0,31275.0,45.94,55.61,1.0,14.0,55.43,62.27,79.15,69.58,65.08,10705.0,10640.0,1086.0,5866.0,36008.0
2015-02-03 15:00:00,7950.0,6334.0,3120.0,7715.0,30718.0,45.94,56.07,1.0,15.0,56.44,66.77,79.79,72.97,66.1,10889.0,10345.0,786.0,6145.0,35839.0
2015-02-03 16:00:00,8934.0,5654.0,2238.0,8599.0,30570.0,46.26,66.85,1.0,16.0,62.63,70.83,84.12,75.59,72.0,11230.0,10108.0,343.0,6832.0,36047.0
2015-02-03 17:00:00,10886.0,4738.0,987.0,8713.0,30646.0,50.48,76.0,1.0,17.0,74.35,81.34,89.84,86.26,78.6,11706.0,9833.0,91.0,7882.0,37111.0
2015-02-03 18:00:00,12124.0,4152.0,394.0,10736.0,33367.0,70.16,85.73,1.0,18.0,84.34,83.97,90.69,88.57,81.18,12023.0,10065.0,56.0,8987.0,38943.0
